,weight,height,label,predict
1703,0.44,0.89,thin,thin
1704,0.79,0.85,fat,fat
1705,0.38,0.88,thin,thin
1706,0.76,0.805,fat,fat
1707,0.36,0.665,normal,normal
1708,0.5,0.685,fat,fat
1709,0.45,0.905,thin,thin
1710,0.62,0.9,normal,normal
1711,0.41,0.935,thin,thin
1712,0.47,0.62,fat,fat
1713,0.35,0.74,thin,thin
1714,0.66,0.72,fat,fat
1715,0.49,0.69,fat,fat
1716,0.67,0.765,fat,fat
1717,0.52,0.605,fat,fat
1718,0.69,0.73,fat,fat
1719,0.42,0.715,normal,normal
1720,0.71,0.96,normal,normal
1721,0.7,0.835,fat,fat
1722,0.69,0.845,normal,normal
1723,0.72,0.765,fat,fat
1724,0.38,0.9,thin,thin
1725,0.47,0.69,normal,normal
1726,0.44,0.895,thin,thin
1727,0.52,0.79,normal,normal
1728,0.49,0.86,thin,thin
1729,0.62,0.805,normal,normal
1730,0.8,0.705,fat,fat
1731,0.58,0.77,normal,normal
1732,0.73,0.89,normal,normal
1733,0.7,0.755,fat,fat
1734,0.7,0.79,fat,fat
1735,0.5,0.635,fat,fat
1736,0.41,0.705,normal,normal
1737,0.66,0.825,normal,normal
1738,0.72,0.895,normal,normal
1739,0.54,0.67,fat,fat
1740,0.65,0.8,fat,fat
1741,0.63,0.745,fat,fat
1742,0.7,0.75,fat,fat
1743,0.62,0.755,fat,fat
1744,0.6,0.91,thin,thin
1745,0.78,0.665,fat,fat
1746,0.37,0.64,normal,normal
1747,0.55,0.725,fat,fat
1748,0.79,0.87,fat,fat
1749,0.7,0.685,fat,fat
1750,0.74,0.715,fat,fat
1751,0.7,0.935,normal,normal
1752,0.69,0.795,fat,fat
1753,0.71,0.905,normal,normal
1754,0.77,0.615,fat,fat
1755,0.46,0.87,thin,thin
1756,0.75,0.99,normal,normal
1757,0.71,0.69,fat,fat
1758,0.68,0.93,normal,normal
1759,0.68,0.98,thin,thin
1760,0.35,0.85,thin,thin
1761,0.71,0.665,fat,fat
1762,0.57,0.615,fat,fat
1763,0.46,0.745,normal,normal
1764,0.62,0.66,fat,fat
1765,0.52,0.985,thin,thin
1766,0.45,0.745,normal,normal
1767,0.55,0.81,normal,normal
1768,0.39,0.74,thin,thin
1769,0.43,0.895,thin,thin
1770,0.8,0.6,fat,fat
1771,0.7,0.68,fat,fat
1772,0.45,0.84,thin,thin
1773,0.68,0.63,fat,fat
1774,0.61,0.955,thin,thin
1775,0.56,0.69,fat,fat
1776,0.47,0.68,fat,fat
1777,0.41,0.985,thin,thin
1778,0.8,0.625,fat,fat
1779,0.54,0.955,thin,thin
1780,0.47,0.995,thin,thin
1781,0.52,0.7,fat,fat
1782,0.77,0.965,normal,normal
1783,0.46,0.705,normal,normal
1784,0.61,0.745,fat,fat
1785,0.71,0.995,thin,thin
1786,0.48,0.845,thin,thin
1787,0.63,0.77,fat,fat
1788,0.79,0.89,normal,normal
1789,0.74,0.95,normal,normal
1790,0.51,0.835,thin,thin
1791,0.72,0.92,normal,normal
1792,0.44,0.7,normal,normal
1793,0.51,0.73,normal,normal
1794,0.7,0.6,fat,fat
1795,0.63,0.665,fat,fat
1796,0.7,0.725,fat,fat
1797,0.42,0.66,normal,normal
1798,0.51,0.87,thin,thin
1799,0.41,0.885,thin,thin
1800,0.75,0.845,fat,fat
1801,0.79,0.82,fat,fat
1802,0.67,0.82,normal,normal
1803,0.63,0.77,fat,fat
1804,0.75,0.675,fat,fat
1805,0.59,0.925,thin,thin
1806,0.42,0.9,thin,thin
1807,0.66,0.91,normal,normal
1808,0.8,0.63,fat,fat
1809,0.62,0.855,normal,normal
1810,0.36,0.62,normal,normal
1811,0.61,0.635,fat,fat
1812,0.8,0.985,normal,normal
1813,0.36,0.825,thin,thin
1814,0.38,0.93,thin,thin
1815,0.67,0.835,normal,normal
1816,0.41,0.965,thin,thin
1817,0.66,0.74,fat,fat
1818,0.62,0.81,normal,normal
1819,0.75,0.895,normal,normal
1820,0.69,0.73,fat,fat
1821,0.54,0.715,fat,fat
1822,0.35,0.71,thin,thin
1823,0.35,0.69,thin,normal
1824,0.55,0.88,thin,thin
1825,0.77,0.855,fat,fat
1826,0.74,0.695,fat,fat
1827,0.52,0.805,normal,normal
1828,0.59,0.73,fat,fat
1829,0.48,0.945,thin,thin
1830,0.36,0.82,thin,thin
1831,0.8,0.935,normal,normal
1832,0.47,0.805,thin,thin
1833,0.64,0.79,fat,fat
1834,0.57,0.87,normal,normal
1835,0.53,0.89,thin,thin
1836,0.43,0.975,thin,thin
1837,0.46,0.755,normal,normal
1838,0.41,0.765,thin,thin
1839,0.65,0.94,thin,normal
1840,0.58,0.76,fat,normal
1841,0.58,0.88,normal,normal
1842,0.54,0.615,fat,fat
1843,0.7,0.73,fat,fat
1844,0.45,0.615,fat,fat
1845,0.65,0.995,thin,thin
1846,0.65,0.97,thin,thin
1847,0.36,0.675,normal,normal
1848,0.39,0.845,thin,thin
1849,0.52,0.92,thin,thin
1850,0.62,0.74,fat,fat
1851,0.42,0.7,normal,normal
1852,0.67,0.67,fat,fat
1853,0.77,0.975,normal,normal
1854,0.55,0.655,fat,fat
1855,0.4,0.6,fat,fat
1856,0.79,0.605,fat,fat
1857,0.52,0.635,fat,fat
1858,0.8,0.76,fat,fat
1859,0.7,0.945,normal,normal
1860,0.53,0.93,thin,thin
1861,0.51,0.69,fat,fat
1862,0.51,0.795,normal,normal
1863,0.74,0.99,normal,normal
1864,0.51,0.62,fat,fat
1865,0.5,0.7,fat,fat
1866,0.45,0.835,thin,thin
1867,0.51,0.75,normal,normal
1868,0.39,0.835,thin,thin
1869,0.52,0.97,thin,thin
1870,0.41,0.885,thin,thin
1871,0.44,0.855,thin,thin
1872,0.7,0.76,fat,fat
1873,0.5,0.905,thin,thin
1874,0.64,0.935,thin,thin
1875,0.7,0.895,normal,normal
1876,0.37,0.765,thin,thin
1877,0.38,0.96,thin,thin
1878,0.79,0.66,fat,fat
1879,0.77,0.94,normal,normal
1880,0.54,0.62,fat,fat
1881,0.62,0.675,fat,fat
1882,0.8,0.94,normal,normal
1883,0.56,0.775,normal,normal
1884,0.72,0.93,normal,normal
1885,0.75,0.635,fat,fat
1886,0.71,0.845,normal,normal
1887,0.52,0.965,thin,thin
1888,0.72,0.94,normal,normal
1889,0.54,0.955,thin,thin
1890,0.7,0.655,fat,fat
1891,0.47,0.73,normal,normal
1892,0.43,0.855,thin,thin
1893,0.35,0.705,thin,thin
1894,0.52,0.895,thin,thin
1895,0.72,0.945,normal,normal
1896,0.48,0.9,thin,thin
1897,0.43,0.64,fat,fat
1898,0.68,0.975,thin,thin
1899,0.47,0.955,thin,thin
1900,0.35,0.845,thin,thin
1901,0.41,0.67,normal,normal
1902,0.41,0.6,fat,fat
1903,0.76,0.98,normal,normal
1904,0.6,0.93,thin,thin
1905,0.64,0.93,thin,normal
1906,0.5,0.91,thin,thin
1907,0.42,0.635,fat,fat
1908,0.37,0.86,thin,thin
1909,0.79,0.895,normal,normal
1910,0.52,0.7,fat,fat
1911,0.7,0.6,fat,fat
1912,0.68,0.97,thin,thin
1913,0.69,0.85,normal,normal
1914,0.66,0.94,normal,normal
1915,0.76,0.625,fat,fat
1916,0.72,0.615,fat,fat
1917,0.79,0.61,fat,fat
1918,0.39,0.935,thin,thin
1919,0.36,0.7,thin,normal
1920,0.79,0.94,normal,normal
1921,0.78,0.92,normal,normal
1922,0.77,0.975,normal,normal
1923,0.73,0.915,normal,normal
1924,0.76,0.835,fat,fat
1925,0.72,0.605,fat,fat
1926,0.62,0.795,normal,normal
1927,0.7,0.69,fat,fat
1928,0.56,0.945,thin,thin
1929,0.58,0.665,fat,fat
1930,0.63,0.62,fat,fat
1931,0.5,0.995,thin,thin
1932,0.37,0.755,thin,thin
1933,0.75,0.69,fat,fat
1934,0.68,0.71,fat,fat
1935,0.44,0.97,thin,thin
1936,0.39,0.81,thin,thin
1937,0.76,0.75,fat,fat
1938,0.66,0.73,fat,fat
1939,0.77,0.87,fat,fat
1940,0.65,0.655,fat,fat
1941,0.35,0.835,thin,thin
1942,0.67,0.925,normal,normal
1943,0.39,0.8,thin,thin
1944,0.42,0.99,thin,thin
1945,0.51,0.85,thin,thin
1946,0.38,0.77,thin,thin
1947,0.79,0.77,fat,fat
1948,0.51,0.62,fat,fat
1949,0.68,0.845,normal,normal
1950,0.71,0.87,normal,normal
1951,0.67,0.705,fat,fat
1952,0.61,0.725,fat,fat
1953,0.8,0.605,fat,fat
1954,0.68,0.735,fat,fat
1955,0.45,0.895,thin,thin
1956,0.67,0.81,fat,fat
1957,0.48,0.99,thin,thin
1958,0.65,0.805,fat,fat
1959,0.8,0.625,fat,fat
1960,0.75,0.815,fat,fat
1961,0.41,0.87,thin,thin
1962,0.64,0.805,normal,normal
1963,0.61,0.81,normal,normal
1964,0.35,0.93,thin,thin
1965,0.35,0.78,thin,thin
1966,0.41,0.695,normal,normal
1967,0.59,0.93,thin,thin
1968,0.47,0.71,normal,normal
1969,0.45,0.675,normal,normal
1970,0.47,0.61,fat,fat
1971,0.47,0.93,thin,thin
1972,0.74,0.785,fat,fat
1973,0.35,0.88,thin,thin
1974,0.46,0.635,fat,fat
1975,0.35,0.76,thin,thin
1976,0.72,0.97,normal,normal
1977,0.54,0.88,thin,thin
1978,0.4,0.905,thin,thin
1979,0.64,0.96,thin,thin
1980,0.68,0.725,fat,fat
1981,0.75,0.885,normal,normal
1982,0.67,0.84,normal,normal
1983,0.63,0.69,fat,fat
1984,0.77,0.71,fat,fat
1985,0.52,0.665,fat,fat
1986,0.77,0.79,fat,fat
1987,0.36,0.98,thin,thin
1988,0.67,0.85,normal,normal
1989,0.59,0.775,normal,normal
1990,0.53,0.615,fat,fat
1991,0.75,0.705,fat,fat
1992,0.71,0.92,normal,normal
1993,0.76,0.705,fat,fat
1994,0.46,0.985,thin,thin
1995,0.54,0.63,fat,fat
1996,0.77,0.75,fat,fat
1997,0.47,0.755,normal,normal
1998,0.5,0.695,fat,fat
1999,0.7,0.81,fat,fat
2000,0.75,0.9,normal,normal
2001,0.69,0.615,fat,fat
2002,0.62,0.935,thin,thin
2003,0.72,0.75,fat,fat
2004,0.6,0.76,fat,fat
2005,0.45,0.82,thin,thin
2006,0.65,0.715,fat,fat
2007,0.71,0.815,fat,fat
2008,0.45,0.67,fat,normal
2009,0.65,0.895,normal,normal
2010,0.69,0.67,fat,fat
2011,0.65,0.61,fat,fat
2012,0.62,0.925,thin,thin
2013,0.6,0.845,normal,normal
2014,0.5,0.72,normal,normal
2015,0.8,0.6,fat,fat
2016,0.53,0.735,normal,normal
2017,0.8,0.995,normal,normal
2018,0.7,0.985,thin,thin
2019,0.68,0.65,fat,fat
2020,0.68,0.915,normal,normal
2021,0.54,0.86,thin,thin
2022,0.53,0.825,normal,normal
2023,0.56,0.885,thin,thin
2024,0.69,0.9,normal,normal
2025,0.7,0.675,fat,fat
2026,0.38,0.765,thin,thin
2027,0.68,0.84,normal,normal
2028,0.5,0.66,fat,fat
2029,0.59,0.845,normal,normal
2030,0.69,0.8,fat,fat
2031,0.5,0.615,fat,fat
2032,0.51,0.91,thin,thin
2033,0.37,0.725,thin,thin
2034,0.73,0.755,fat,fat
2035,0.46,0.67,fat,fat
2036,0.52,0.935,thin,thin
2037,0.67,0.825,normal,normal
2038,0.36,0.785,thin,thin
2039,0.47,0.77,normal,normal
2040,0.61,0.99,thin,thin
2041,0.35,0.605,normal,normal
2042,0.36,0.715,thin,thin
2043,0.47,0.74,normal,normal
2044,0.55,0.63,fat,fat
2045,0.57,0.965,thin,thin
2046,0.7,0.87,normal,normal
2047,0.4,0.86,thin,thin
2048,0.66,1.0,thin,thin
2049,0.58,0.765,normal,normal
2050,0.8,1.0,normal,normal
2051,0.48,0.61,fat,fat
2052,0.42,0.675,normal,normal
2053,0.75,0.735,fat,fat
2054,0.42,0.985,thin,thin
2055,0.54,0.66,fat,fat
2056,0.75,0.655,fat,fat
2057,0.36,0.63,normal,normal
2058,0.53,0.815,normal,normal
2059,0.56,0.865,normal,normal
2060,0.46,0.62,fat,fat
2061,0.5,0.68,fat,fat
2062,0.8,0.73,fat,fat
2063,0.55,0.895,thin,thin
2064,0.65,0.715,fat,fat
2065,0.52,0.975,thin,thin
2066,0.54,0.79,normal,normal
2067,0.57,0.93,thin,thin
2068,0.48,0.725,normal,normal
2069,0.39,0.84,thin,thin
2070,0.72,0.93,normal,normal
2071,0.49,0.75,normal,normal
2072,0.57,0.64,fat,fat
2073,0.71,0.605,fat,fat
2074,0.47,0.67,fat,fat
2075,0.62,0.825,normal,normal
2076,0.62,0.75,fat,fat
2077,0.72,0.935,normal,normal
2078,0.76,0.76,fat,fat
2079,0.54,0.695,fat,fat
2080,0.61,0.715,fat,fat
2081,0.36,0.89,thin,thin
2082,0.65,0.965,thin,thin
2083,0.76,0.985,normal,normal
2084,0.6,0.975,thin,thin
2085,0.35,0.725,thin,thin
2086,0.71,0.64,fat,fat
2087,0.54,0.85,normal,normal
2088,0.56,0.89,thin,thin
2089,0.78,0.865,fat,fat
2090,0.49,0.695,fat,fat
2091,0.65,0.93,normal,normal
2092,0.44,0.99,thin,thin
2093,0.7,0.75,fat,fat
2094,0.45,0.905,thin,thin
2095,0.42,0.745,normal,normal
2096,0.51,0.74,normal,normal
2097,0.39,0.87,thin,thin
2098,0.51,0.845,thin,thin
2099,0.5,0.725,normal,normal
2100,0.72,0.89,normal,normal
2101,0.57,0.81,normal,normal
2102,0.38,0.8,thin,thin
2103,0.59,0.87,normal,normal
2104,0.57,0.695,fat,fat
2105,0.37,0.845,thin,thin
2106,0.78,0.75,fat,fat
2107,0.46,0.89,thin,thin
2108,0.6,0.775,normal,normal
2109,0.55,0.9,thin,thin
2110,0.73,0.655,fat,fat
2111,0.73,0.795,fat,fat
2112,0.55,0.68,fat,fat
2113,0.49,0.95,thin,thin
2114,0.8,0.745,fat,fat
2115,0.4,0.91,thin,thin
2116,0.8,0.62,fat,fat
2117,0.49,0.865,thin,thin
2118,0.76,0.62,fat,fat
2119,0.71,0.955,normal,normal
2120,0.67,0.965,thin,thin
2121,0.56,0.975,thin,thin
2122,0.45,0.79,thin,thin
2123,0.45,0.805,thin,thin
2124,0.56,0.65,fat,fat
2125,0.66,0.815,normal,normal
2126,0.4,0.645,normal,normal
2127,0.67,0.825,normal,normal
2128,0.41,0.85,thin,thin
2129,0.54,0.965,thin,thin
2130,0.71,0.97,normal,normal
2131,0.44,0.635,fat,fat
2132,0.8,0.685,fat,fat
2133,0.45,0.8,thin,thin
2134,0.45,0.66,fat,fat
2135,0.45,0.78,thin,thin
2136,0.39,0.86,thin,thin
2137,0.58,0.655,fat,fat
2138,0.48,0.955,thin,thin
2139,0.64,0.68,fat,fat
2140,0.49,0.835,thin,thin
2141,0.53,0.725,fat,fat
2142,0.78,0.66,fat,fat
2143,0.79,0.715,fat,fat
2144,0.76,0.83,fat,fat
2145,0.45,0.65,fat,fat
2146,0.58,0.825,normal,normal
2147,0.42,0.96,thin,thin
2148,0.35,0.635,normal,normal
2149,0.45,0.61,fat,fat
2150,0.53,0.98,thin,thin
2151,0.39,0.825,thin,thin
2152,0.35,0.75,thin,thin
2153,0.4,0.805,thin,thin
2154,0.38,0.965,thin,thin
2155,0.44,0.775,thin,thin
2156,0.41,0.635,fat,fat
2157,0.77,0.865,fat,fat
2158,0.36,0.64,normal,normal
2159,0.65,0.835,normal,normal
2160,0.53,0.64,fat,fat
2161,0.57,0.725,fat,fat
2162,0.73,0.67,fat,fat
2163,0.75,0.81,fat,fat
2164,0.36,0.63,normal,normal
2165,0.52,0.625,fat,fat
2166,0.42,0.995,thin,thin
2167,0.66,0.865,normal,normal
2168,0.75,0.895,normal,normal
2169,0.67,0.86,normal,normal
2170,0.38,0.88,thin,thin
2171,0.54,0.91,thin,thin
2172,0.74,0.6,fat,fat
2173,0.72,0.78,fat,fat
2174,0.35,0.79,thin,thin
2175,0.54,0.99,thin,thin
2176,0.43,0.69,normal,normal
2177,0.44,0.85,thin,thin
2178,0.59,0.86,normal,normal
2179,0.37,0.735,thin,thin
2180,0.53,0.675,fat,fat
2181,0.63,0.625,fat,fat
2182,0.67,0.965,thin,thin
2183,0.52,0.905,thin,thin
2184,0.53,0.68,fat,fat
2185,0.69,0.875,normal,normal
2186,0.66,1.0,thin,thin
2187,0.6,0.75,fat,fat
2188,0.68,0.79,fat,fat
2189,0.59,0.975,thin,thin
2190,0.6,0.865,normal,normal
2191,0.5,0.71,normal,normal
2192,0.42,0.77,thin,thin
2193,0.43,0.94,thin,thin
2194,0.61,0.97,thin,thin
2195,0.37,0.885,thin,thin
2196,0.77,0.61,fat,fat
2197,0.61,0.73,fat,fat
2198,0.46,0.885,thin,thin
2199,0.8,0.845,fat,fat
2200,0.51,0.76,normal,normal
2201,0.63,0.795,normal,normal
2202,0.38,0.825,thin,thin
2203,0.47,0.69,normal,normal
2204,0.77,0.71,fat,fat
2205,0.53,0.985,thin,thin
2206,0.69,0.61,fat,fat
2207,0.73,0.6,fat,fat
2208,0.64,0.835,normal,normal
2209,0.55,0.605,fat,fat
2210,0.35,0.93,thin,thin
2211,0.48,0.925,thin,thin
2212,0.41,0.76,thin,thin
2213,0.76,0.98,normal,normal
2214,0.76,0.885,normal,normal
2215,0.71,0.935,normal,normal
2216,0.65,0.765,fat,fat
2217,0.69,0.78,fat,fat
2218,0.74,0.715,fat,fat
2219,0.45,0.74,normal,normal
2220,0.51,0.8,normal,normal
2221,0.53,0.615,fat,fat
2222,0.35,0.65,normal,normal
2223,0.71,0.825,fat,fat
2224,0.48,0.96,thin,thin
2225,0.49,0.62,fat,fat
2226,0.71,1.0,thin,thin
2227,0.66,0.825,normal,normal
2228,0.64,0.68,fat,fat
2229,0.61,0.975,thin,thin
2230,0.72,0.61,fat,fat
2231,0.69,0.66,fat,fat
2232,0.41,0.69,normal,normal
2233,0.45,0.635,fat,fat
2234,0.75,0.92,normal,normal
2235,0.46,0.66,fat,fat
2236,0.62,0.985,thin,thin
2237,0.35,0.63,normal,normal
2238,0.61,0.885,normal,normal
2239,0.65,0.975,thin,thin
2240,0.41,0.865,thin,thin
2241,0.66,0.92,normal,normal
2242,0.42,0.855,thin,thin
2243,0.39,0.685,normal,normal
2244,0.46,0.855,thin,thin
2245,0.69,0.705,fat,fat
2246,0.65,0.96,thin,thin
2247,0.57,0.965,thin,thin
2248,0.48,0.885,thin,thin
2249,0.68,0.665,fat,fat
2250,0.36,0.7,thin,normal
2251,0.43,0.645,fat,fat
2252,0.38,0.83,thin,thin
2253,0.56,0.695,fat,fat
2254,0.58,0.64,fat,fat
2255,0.6,0.96,thin,thin
2256,0.53,0.695,fat,fat
2257,0.56,0.835,normal,normal
2258,0.49,0.745,normal,normal
2259,0.63,0.695,fat,fat
2260,0.5,0.75,normal,normal
2261,0.51,0.605,fat,fat
2262,0.66,0.77,fat,fat
2263,0.47,0.67,fat,fat
2264,0.36,0.805,thin,thin
2265,0.69,0.62,fat,fat
2266,0.72,0.61,fat,fat
2267,0.79,0.6,fat,fat
2268,0.55,0.68,fat,fat
2269,0.46,0.81,thin,thin
2270,0.37,0.7,normal,normal
2271,0.7,0.69,fat,fat
2272,0.58,0.745,fat,fat
2273,0.61,0.805,normal,normal
2274,0.52,0.825,normal,normal
2275,0.65,0.645,fat,fat
2276,0.72,1.0,thin,normal
2277,0.47,0.775,normal,normal
2278,0.55,0.98,thin,thin
2279,0.79,0.66,fat,fat
2280,0.42,0.61,fat,fat
2281,0.65,0.745,fat,fat
2282,0.43,0.71,normal,normal
2283,0.54,0.835,normal,normal
2284,0.62,0.745,fat,fat
2285,0.78,0.995,normal,normal
2286,0.38,0.865,thin,thin
2287,0.59,0.63,fat,fat
2288,0.43,0.775,thin,thin
2289,0.77,0.7,fat,fat
2290,0.71,0.88,normal,normal
2291,0.56,0.65,fat,fat
2292,0.64,0.795,fat,fat
2293,0.63,0.7,fat,fat
2294,0.73,0.915,normal,normal
2295,0.65,0.81,normal,normal
2296,0.35,0.705,thin,thin
2297,0.72,1.0,thin,normal
2298,0.66,0.675,fat,fat
2299,0.42,0.98,thin,thin
2300,0.44,0.92,thin,thin
2301,0.38,0.87,thin,thin
2302,0.36,0.79,thin,thin
2303,0.5,0.855,thin,thin
2304,0.67,0.86,normal,normal
2305,0.35,0.675,normal,normal
2306,0.42,0.705,normal,normal
2307,0.75,0.76,fat,fat
2308,0.62,0.815,normal,normal
2309,0.56,0.715,fat,fat
2310,0.63,0.745,fat,fat
2311,0.66,0.935,normal,normal
2312,0.61,0.8,normal,normal
2313,0.5,0.61,fat,fat
2314,0.55,0.655,fat,fat
2315,0.48,0.8,normal,normal
2316,0.73,0.75,fat,fat
2317,0.35,0.8,thin,thin
2318,0.64,0.96,thin,thin
2319,0.8,0.725,fat,fat
2320,0.36,0.93,thin,thin
2321,0.37,0.635,normal,normal
2322,0.72,0.94,normal,normal
2323,0.47,0.96,thin,thin
2324,0.65,0.965,thin,thin
2325,0.69,0.94,normal,normal
2326,0.8,0.895,normal,normal
2327,0.53,1.0,thin,thin
2328,0.7,0.62,fat,fat
2329,0.63,0.845,normal,normal
2330,0.45,0.96,thin,thin
2331,0.71,0.635,fat,fat
2332,0.42,0.97,thin,thin
2333,0.62,0.63,fat,fat
2334,0.6,0.9,normal,normal
2335,0.62,0.625,fat,fat
2336,0.68,0.84,normal,normal
2337,0.55,0.675,fat,fat
2338,0.77,0.645,fat,fat
2339,0.5,0.865,thin,thin
2340,0.67,0.91,normal,normal
2341,0.53,0.745,normal,normal
2342,0.67,0.82,normal,normal
2343,0.71,0.87,normal,normal
2344,0.47,0.8,thin,thin
2345,0.49,0.96,thin,thin
2346,0.62,0.845,normal,normal
2347,0.37,0.96,thin,thin
2348,0.78,0.615,fat,fat
2349,0.59,0.635,fat,fat
2350,0.39,0.64,normal,normal
2351,0.48,0.6,fat,fat
2352,0.52,0.875,thin,thin
2353,0.49,0.795,normal,normal
2354,0.51,0.62,fat,fat
2355,0.45,0.67,fat,normal
2356,0.36,0.92,thin,thin
2357,0.71,0.745,fat,fat
2358,0.74,0.965,normal,normal
2359,0.79,0.965,normal,normal
2360,0.37,0.75,thin,thin
2361,0.43,0.83,thin,thin
2362,0.52,0.895,thin,thin
2363,0.51,0.97,thin,thin
2364,0.53,0.785,normal,normal
2365,0.37,0.64,normal,normal
2366,0.46,0.95,thin,thin
2367,0.76,0.98,normal,normal
2368,0.76,0.835,fat,fat
2369,0.71,0.82,fat,fat
2370,0.41,0.645,normal,normal
2371,0.48,0.91,thin,thin
2372,0.4,0.675,normal,normal
2373,0.71,0.79,fat,fat
2374,0.48,1.0,thin,thin
2375,0.67,0.715,fat,fat
2376,0.73,0.815,fat,fat
2377,0.5,0.705,fat,normal
2378,0.58,0.65,fat,fat
2379,0.79,0.72,fat,fat
2380,0.42,0.775,thin,thin
2381,0.77,0.64,fat,fat
2382,0.74,0.645,fat,fat
2383,0.36,0.82,thin,thin
2384,0.44,0.96,thin,thin
2385,0.41,0.74,normal,normal
2386,0.35,0.84,thin,thin
2387,0.63,0.66,fat,fat
2388,0.35,0.82,thin,thin
2389,0.6,0.755,fat,fat
2390,0.5,0.745,normal,normal
2391,0.76,0.69,fat,fat
2392,0.72,0.855,normal,normal
2393,0.49,0.605,fat,fat
2394,0.74,0.81,fat,fat
2395,0.61,0.61,fat,fat
2396,0.69,0.65,fat,fat
2397,0.38,0.795,thin,thin
2398,0.48,0.775,normal,normal
2399,0.55,0.79,normal,normal
2400,0.62,0.745,fat,fat
2401,0.51,0.735,normal,normal
2402,0.37,0.915,thin,thin
2403,0.79,0.93,normal,normal
2404,0.69,0.775,fat,fat
2405,0.56,0.625,fat,fat
2406,0.43,0.885,thin,thin
2407,0.76,0.72,fat,fat
2408,0.48,0.94,thin,thin
2409,0.56,0.655,fat,fat
2410,0.55,0.825,normal,normal
2411,0.35,0.735,thin,thin
2412,0.7,0.86,normal,normal
2413,0.47,0.83,thin,thin
2414,0.74,0.865,normal,normal
2415,0.54,0.72,fat,fat
2416,0.7,0.73,fat,fat
2417,0.65,0.665,fat,fat
2418,0.36,1.0,thin,thin
2419,0.61,0.985,thin,thin
2420,0.74,0.88,normal,normal
2421,0.46,0.695,normal,normal
2422,0.63,0.65,fat,fat
2423,0.61,0.88,normal,normal
2424,0.79,0.92,normal,normal
2425,0.56,0.985,thin,thin
2426,0.69,0.955,normal,normal
2427,0.42,0.97,thin,thin
2428,0.36,0.915,thin,thin
2429,0.45,0.71,normal,normal
2430,0.47,0.895,thin,thin
2431,0.44,0.72,normal,normal
2432,0.59,0.685,fat,fat
2433,0.75,0.73,fat,fat
2434,0.62,0.815,normal,normal
2435,0.73,1.0,thin,normal
2436,0.73,0.96,normal,normal
2437,0.55,0.945,thin,thin
2438,0.37,0.86,thin,thin
2439,0.69,0.825,fat,fat
2440,0.69,0.935,normal,normal
2441,0.69,0.67,fat,fat
2442,0.8,0.92,normal,normal
2443,0.58,0.92,thin,thin
2444,0.7,0.715,fat,fat
2445,0.77,0.75,fat,fat
2446,0.59,0.67,fat,fat
2447,0.58,0.94,thin,thin
2448,0.39,0.895,thin,thin
2449,0.75,0.64,fat,fat
2450,0.37,0.81,thin,thin
2451,0.36,0.725,thin,thin
2452,0.54,0.615,fat,fat
2453,0.63,0.98,thin,thin
2454,0.69,0.93,normal,normal
2455,0.53,0.865,thin,thin
2456,0.5,0.975,thin,thin
2457,0.76,0.73,fat,fat
2458,0.65,0.71,fat,fat
2459,0.57,0.82,normal,normal
2460,0.58,0.885,normal,thin
2461,0.35,0.68,normal,normal
2462,0.35,0.885,thin,thin
2463,0.46,0.805,thin,thin
2464,0.79,0.775,fat,fat
2465,0.49,0.77,normal,normal
2466,0.79,0.775,fat,fat
2467,0.46,0.84,thin,thin
2468,0.48,0.73,normal,normal
2469,0.43,0.735,normal,normal
2470,0.41,0.605,fat,fat
2471,0.7,0.73,fat,fat
2472,0.55,0.73,fat,fat
2473,0.57,1.0,thin,thin
2474,0.58,0.945,thin,thin
2475,0.53,0.975,thin,thin
2476,0.68,0.655,fat,fat
2477,0.63,0.98,thin,thin
2478,0.77,0.82,fat,fat
2479,0.4,0.86,thin,thin
2480,0.35,0.81,thin,thin
2481,0.44,0.9,thin,thin
2482,0.71,0.8,fat,fat
2483,0.73,0.855,normal,normal
2484,0.76,0.825,fat,fat
2485,0.74,0.61,fat,fat
2486,0.67,0.715,fat,fat
2487,0.49,0.95,thin,thin
2488,0.66,0.835,normal,normal
2489,0.55,0.64,fat,fat
2490,0.36,0.92,thin,thin
2491,0.51,0.785,normal,normal
2492,0.79,0.6,fat,fat
2493,0.64,0.795,fat,fat
2494,0.71,0.775,fat,fat
2495,0.53,0.635,fat,fat
2496,0.54,0.94,thin,thin
2497,0.6,0.725,fat,fat
2498,0.63,0.83,normal,normal
2499,0.39,0.8,thin,thin
2500,0.71,0.715,fat,fat
2501,0.78,0.665,fat,fat
2502,0.67,0.755,fat,fat
2503,0.8,0.93,normal,normal
2504,0.67,0.86,normal,normal
2505,0.36,0.835,thin,thin
2506,0.42,0.895,thin,thin
2507,0.35,0.815,thin,thin
2508,0.62,0.91,normal,normal
2509,0.57,0.715,fat,fat
2510,0.68,0.79,fat,fat
2511,0.68,0.8,fat,fat
2512,0.47,0.79,normal,normal
2513,0.61,0.89,normal,normal
2514,0.42,0.865,thin,thin
2515,0.51,0.705,fat,fat
2516,0.38,0.705,normal,normal
2517,0.51,0.82,normal,normal
2518,0.38,0.645,normal,normal
2519,0.39,0.7,normal,normal
2520,0.49,0.96,thin,thin
2521,0.78,0.66,fat,fat
2522,0.74,0.995,normal,normal
2523,0.71,0.86,normal,normal
2524,0.41,0.645,normal,normal
